acc-x,acc-y,acc-z,gyro-x,gyro-y,gyro-z,flex,label
0.61112,-6.833052,7.002441,-0.5792683,-0.1371951,-4.184451,0,right
0.4297592,-7.487866,8.210316,6.387195,23.39939,42.1875,0,right
-1.112107,-4.436456,8.835203,43.97104,-0.7926829,125.5945,0,right
-1.539472,-5.192425,5.377377,-61.10518,-32.1875,-95.51067,0,right
0.6099229,-7.483676,5.331289,20.3811,-0.07621951,-78.40701,0,right
1.265336,-8.012794,6.405687,15.84604,3.147866,-16.72256,0,right
1.918354,-7.513604,7.198766,25.14482,11.66921,-7.46189,0,right
2.406173,-5.95438,7.391499,10.03811,1.067073,-5.70122,0,right
2.804209,-6.642713,7.214328,3.109756,-5.106708,-5.579268,0,right
2.986767,-5.551555,7.548918,4.070122,2.309451,9.466464,0,right
1.833959,-4.399345,9.674969,-1.585366,4.077744,29.81707,0,right
1.014543,-5.268441,8.015787,-2.545732,6.272866,14.74085,0,right
0.4734534,-8.165425,7.866748,10.4497,10.99848,17.69817,0,right
-0.4171896,-5.334281,6.95755,5.97561,-12.76677,44.49695,0,right
-1.280898,-5.577293,8.016984,-5.731708,4.862805,12.62957,0,right
-1.996764,-6.232107,6.485294,10.32774,-10.09909,26.25,0,right
-2.506729,-5.129577,7.860164,-13.9939,10.06098,4.657012,0,right
-2.878429,-7.32506,6.163274,-17.08842,-0.7317073,19.04726,0,right
-1.866879,-6.320693,6.402095,-9.801829,10.21342,-39.71799,0,right
-1.073201,-7.899669,6.43741,-7.881098,-2.057927,-14.42835,0,right
-0.4459201,-7.582437,6.35481,-11.15854,2.096037,-41.58537,0,right
0.1568202,-7.803302,6.874352,0.617378,-2.141768,-15.72409,0,right
0.9349358,-7.03596,7.366959,4.481708,-4.657012,-7.385671,0,right
0.9032126,-6.475717,7.698555,38.84909,-27.31707,1.83689,0,right
1.917157,-7.04434,7.133524,-1.310976,-8.528964,-8.993902,0,right
1.963844,-4.940435,7.113772,21.34909,-3.20122,-6.60061,0,right
2.066795,-6.412271,8.716091,12.99543,0.1067073,25.15244,0,right
0.8259995,-6.428432,8.901642,17.48476,9.771341,-32.47713,0,right
0.6631939,-5.111022,7.725491,-4.900915,-5.746952,28.29268,0,right
0.05566519,-7.050924,7.187992,-0.4268293,17.1875,30.74695,0,right
-1.001973,-6.21415,7.976882,-15.86128,-2.286585,26.16616,0,right
-1.640028,-4.509479,7.904457,7.842988,-22.27896,-0.7469512,0,right
-1.943493,-6.467337,7.600393,-13.01829,-1.577744,7.157012,0,right
-1.743577,-5.413888,8.204929,-17.29421,-2.705793,-51.68445,0,right
-0.6931214,-6.058527,8.143278,0.05335366,14.64939,-45.25915,0,right
-0.1394622,-5.392341,6.923433,-2.14939,-5.182927,-30.64025,0,right
0.4405331,-7.323265,8.310274,-0.8307927,-9.420732,-25.80793,0,right
0.7260417,-5.576096,8.326435,3.582317,3.315549,-23.6814,0,right
1.586757,-5.799355,7.961319,25.01525,-9.237805,-8.841464,0,right
1.533486,-5.743091,9.081207,5.922256,14.19207,-9.870427,0,right
1.91177,-4.674679,8.066664,-1.448171,-7.195122,0.9527439,0,right
2.03567,-5.168483,8.450335,-5.685976,6.158537,9.321647,0,right
1.386243,-4.830302,8.686164,4.146341,18.54421,13.07165,0,right
0.9624691,-3.583521,7.926603,25.02287,-4.672256,10.02287,0,right
0.09457096,-4.462193,8.371326,10.88415,7.050305,41.31098,0,right
0.03052607,-5.074511,7.917027,0.9375,3.125,40.66311,0,right
-0.8714894,-3.654749,8.180987,-2.027439,-6.539634,6.166159,0,right
-0.9409212,-5.171476,8.977658,-13.83384,-1.356707,5.967988,0,right
-1.423952,-5.502474,9.96347,1.958842,3.239329,-5.685976,0,right
-1.169568,-3.808576,7.967305,-0.04573171,-11.05183,3.856707,0,right
-0.6362591,-5.740697,8.311471,-1.044207,0.617378,-45.50305,0,right
-0.02035072,-6.466739,8.336012,-0.4954268,-5.282012,-18.38415,0,right
0.8212111,-4.9135,9.040505,0.4344512,-7.591464,-32.52287,0,right
1.295263,-4.583699,9.870695,6.006098,-11.25,-17.29421,0,right
1.839944,-4.355053,8.948928,8.719512,-11.78354,-13.3689,0,right
2.433107,-3.890578,8.337808,0.8841463,-3.20122,-13.01067,0,right
2.549226,-4.422689,9.375694,7.1875,1.105183,5.487805,0,right
2.266711,-3.874417,8.908825,-6.935976,-4.855183,26.82165,0,right
0.7511807,-3.072359,8.476072,11.43293,-2.8125,2.599085,0,right
0.1801637,-5.322909,9.06744,7.134147,0.7164635,48.25457,0,right
-1.01574,-3.660734,9.063251,2.385671,12.27896,5.434452,0,right
-1.540669,-2.72939,8.482059,24.76372,-8.208841,14.32927,0,right
-2.073977,-2.995146,9.04709,25.77744,2.804878,37.62195,0,right
-2.546832,-0.878672,8.334216,-7.667683,10.05335,9.596037,0,right
-3.073556,-0.3974375,9.510367,-34.85518,24.36738,-20.73171,0,right
-2.515707,-3.412336,9.186552,-16.97408,-8.605184,-83.29269,0,right
-1.270723,-4.57113,9.524135,-10.96799,-5.724085,-13.86433,0,right
0.4016273,-4.742315,9.755175,-15.32012,-12.14939,-51.89024,0,right
1.558027,-3.291429,8.605359,-9.527439,-5.693598,-35.77744,0,right
2.280477,-4.472369,8.893262,-12.33994,1.958842,-15.07622,0,right
2.459444,-4.258088,8.69993,-4.580793,-10.61738,-14.5122,0,right
2.950854,-4.949413,8.304289,-3.780488,-4.893293,-2.698171,0,right
2.7252,-3.426701,7.784148,-6.272866,-15.67073,4.253049,0,right
1.735796,-3.587113,7.399281,5.746952,6.943598,26.0747,0,right
0.7637503,-3.718195,9.467272,9.618902,0.8765244,4.946647,0,right
-0.009576806,-3.53444,8.89446,-7.233232,57.33994,23.41463,0,right
-2.157774,-1.827374,10.56561,25.58689,8.582317,22.49238,0,right
-3.459023,0.2118869,7.725491,51.44817,27.17988,52.62957,0,right
-4.31914,1.188721,8.747216,20.36585,48.42988,82.59909,0,right
-3.808576,2.922123,7.083844,7.027439,5.739329,41.57012,0,right
-4.167108,1.921347,8.441357,-10.68598,-5.830793,-43.24695,0,right
-3.646369,3.317167,8.519767,-13.87957,-18.9939,-22.24085,0,right
-3.18369,-0.4704606,10.44231,-15.96037,-33.91768,-58.46037,0,right
-1.403601,-1.9818,8.328829,-21.75305,-43.41463,-57.47713,0,right
0.4189853,-2.958036,9.569624,-22.90396,-1.692073,-45.61738,0,right
1.295862,-3.259107,8.639477,-8.20122,-3.224085,-23.01829,0,right
2.162563,-3.440468,8.831013,3.940549,-20.36585,-38.35366,0,right
2.543241,-3.940856,8.692149,-1.928354,-2.46189,-1.006098,0,right
2.642002,-3.940856,8.831013,6.516768,-1.608232,4.405488,0,right
2.680309,-2.469619,7.52737,8.346037,6.112805,14.00152,0,right
1.558625,-4.585495,8.474875,15.20579,7.85061,33.20884,0,right
1.112107,-4.367622,9.652225,8.925305,6.448171,9.977135,0,right
0.3663129,-3.440468,8.173206,9.054878,5.434452,25.87653,0,right
-0.4776433,-2.827552,10.28549,1.669207,18.2622,-3.879573,0,right
-1.708861,-2.173337,9.014768,3.993902,6.653964,11.98933,0,right
-2.298434,-1.204882,7.717709,18.65092,16.15092,39.11586,0,right
-2.792836,-1.141436,9.507375,-2.5,4.695122,-8.780488,0,right
-3.030461,-0.8403648,8.867524,0.1829268,-2.431402,14.77896,0,right
-3.19207,-1.101333,7.935582,4.153964,6.60061,6.242378,0,right
-8.875904,0.1987187,4.128801,18.27744,2.911585,-0.09908537,0,up
-9.065046,0.03531447,3.452439,-1.493902,2.73628,1.150915,0,up
-9.035119,0.2334347,2.885612,39.70274,41.60061,58.1936,0,up
-8.04751,7.392098,0.2388216,34.39787,1.692073,40.2439,0,up
-8.25401,3.656544,0.4878186,-13.38415,3.361281,-19.88567,0,up
-8.965687,2.778471,3.263297,-9.954268,-15.49543,-42.92683,0,up
-9.458893,-0.7858967,3.813365,5.647866,-15.09909,-42.79726,0,up
-8.887277,-2.067992,3.776853,-21.08232,-7.370427,-27.53049,0,up
-8.613141,-1.997363,4.41431,-11.21189,-1.95122,-38.0183,0,up
-8.323442,-2.910751,3.577536,4.76372,-4.443598,-12.17988,0,up
-8.112753,-2.567781,3.764882,12.85061,-0.5945122,-10.41921,0,up
-7.838018,-2.672528,3.409942,5.175305,2.759146,-11.30335,0,up
-7.813477,-3.616442,3.680487,11.71494,-3.727134,-14.74085,0,up
-7.574656,-3.845686,4.302381,13.17073,-9.672256,-10.12195,0,up
-7.651869,-4.508282,5.592257,2.393293,2.995427,-6.01372,0,up
-7.396287,-3.775058,4.69084,-4.900915,1.371951,-2.713415,0,up
-7.472303,-3.438074,4.369418,-10.11433,-2.995427,29.57317,0,up
-8.007407,-1.479617,3.527258,-4.580793,19.16159,52.66006,0,up
-8.380304,-0.7571663,5.589862,-20.58689,0.3887195,38.9939,0,up
-8.316858,-0.3711013,6.361992,17.59908,-19.33689,18.8872,0,up
-8.081628,-0.9684546,5.063138,38.10213,-56.03659,19.8628,0,up
-7.591415,-0.9271546,5.048174,-15.48018,-7.515244,44.52744,0,up
-7.923611,-1.321599,5.742493,-38.47561,11.21189,30.03049,0,up
-7.64708,0.1496376,4.71538,33.98628,-18.85671,14.39787,0,up
-7.77098,0.4866215,5.801749,-25.51067,-24.51982,25.03049,0,up
-8.179192,-0.04010287,7.343017,-16.34908,3.47561,13.93293,0,up
-7.342418,1.266533,6.114192,15.61738,-1.585366,1.028963,0,up
-7.456142,0.4237737,6.491878,32.37805,-4.161585,-12.47713,0,up
-7.794922,-2.220622,5.926847,92.15701,-55.00762,-78.51372,0,up
-6.879739,0.694917,6.496666,37.56098,-23.69665,-77.99543,0,up
-6.941389,-0.4315548,7.053318,15.38872,-4.390244,-40.80793,0,up
-7.301118,-2.439093,6.475717,18.30793,4.291159,-3.094512,0,up
-6.843825,-1.105523,6.111798,5.243903,2.743902,6.219512,0,up
-6.78397,-0.8176199,6.120178,-2.050305,3.650915,28.4375,0,up
-7.149685,-1.306037,6.588244,-0.9984756,-1.996951,27.34756,0,up
-7.193379,-0.005386954,6.976704,-19.05488,8.330792,54.77896,0,up
-6.950367,2.363676,6.123171,-1.265244,-1.440549,62.21037,0,up
-6.848015,2.226608,6.270414,-1.745427,-6.669208,7.294208,0,up
-6.694787,2.439692,7.035362,0.6631098,-1.570122,-4.580793,0,up
-6.599617,2.082357,7.055114,-1.52439,5.716464,-0.5640244,0,up
-7.080852,1.538873,8.33242,1.5625,17.40092,-8.094512,0,up
-7.216722,1.272518,6.87914,-13.10213,9.207317,6.333842,0,up
-7.64708,-1.298854,7.025785,-15.02287,18.45274,-16.75305,0,up
-6.603807,1.338957,5.051765,10.8689,0.6478659,-45.83842,0,up
-7.735067,-3.687071,6.430826,41.92836,6.364329,-11.43293,0,up
-6.951565,-2.185308,5.860407,10.59451,-12.57622,-32.07317,0,up
-6.798336,-3.40635,6.984485,-0.3125,2.309451,-13.3689,0,up
-6.427235,-2.521693,6.496666,10.8689,1.844512,24.18445,0,up
-7.183204,-2.284667,7.324461,5.846037,13.87957,43.06403,0,up
-7.805098,1.020528,8.887876,-10.78506,3.277439,61.72256,0,up
-7.329848,1.682525,5.503073,-16.23476,3.803354,21.06707,0,up
-6.940791,2.479795,6.359598,-6.265244,-8.041159,13.83384,0,up
-7.128736,2.305018,6.329072,-5.472561,2.591464,-0.4192073,0,up
-6.638523,2.282273,7.200562,10.19055,-21.64634,2.949695,0,up
-7.395689,0.954688,5.596447,2.202744,-5.106708,-24.24543,0,up
-6.825869,-0.6314707,4.827908,-6.303354,-18.39939,-38.23171,0,up
-7.281366,-0.5404911,6.756437,22.3247,-8.094512,-30.63262,0,up
-6.75943,-2.714426,5.79337,15.14482,-34.88567,-51.15092,0,up
-6.80492,-2.923919,7.248446,7.400915,3.925305,-0.4268293,0,up
-6.821679,-2.017115,7.125144,13.74238,9.786586,39.58842,0,up
-7.332242,-1.237802,7.239468,-20.43445,33.23171,50.84604,0,up
-7.275979,3.308787,5.445612,-15.96799,6.570122,68.79573,0,up
-6.433818,4.27784,5.400721,-11.11281,-0.5640244,13.66616,0,up
-6.530784,3.78643,6.618771,-9.001525,0.9679878,-3.696646,0,up
-6.393716,3.564966,6.576872,14.3064,0.9756098,14.23018,0,up
-5.558738,5.465962,3.77386,14.96189,-20.68598,-91.99696,0,up
-8.016386,-2.008735,5.902905,13.72713,14.67226,-46.64634,0,up
-7.40347,-0.8846575,5.653309,12.99543,-14.67988,-25.81555,0,up
-7.153875,-2.285864,5.750274,32.87348,-13.86433,19.99238,0,up
-7.022193,-0.7074866,5.97473,10.96037,15.04573,29.67226,1.74559,up
-8.19236,-0.3232172,6.743868,-0.8536586,4.832317,56.84451,2.195114,up
-7.054515,2.097919,4.790199,-12.27134,-22.67531,17.37043,1.795052,up
-7.200562,1.509544,6.873753,-2.080793,-23.66616,26.04421,1.696251,up
-6.491279,3.696647,5.965154,2.675305,-7.57622,-8.910061,1.894333,up
-6.709152,2.354697,6.161478,6.753049,2.583842,3.216464,1.500114,up
-6.832453,3.995324,6.392519,-6.448171,10.57165,-31.20427,0.9229813,up
-6.962937,1.420959,5.224148,6.234756,-27.98018,-36.15854,2.044167,up
-7.464522,-1.10672,6.036381,8.704268,-15.54116,-68.27744,1.894333,up
-6.93301,-2.329558,6.271611,22.17988,-11.98171,-35.67836,1.257607,up
-6.247071,-3.320758,8.193557,12.93445,-20.03811,-16.02134,1.305878,up
-6.087856,-3.57993,7.558495,-4.077744,5.685976,9.756098,2.449211,up
-6.834847,-1.742979,6.389526,22.7439,50.2439,100.8918,1.257607,up
-7.831434,0.1089362,6.830657,-16.89024,-0.06859756,64.83994,1.74559,up
-7.244256,2.227805,5.815516,-17.64482,5.617378,49.29878,1.597946,up
-6.901287,1.877054,6.609194,-29.87805,-8.589939,13.17835,1.647034,up
-6.636128,2.126051,7.041347,-7.004573,-3.140244,-4.76372,2.347198,up
-6.869563,1.665167,6.6894,5.335366,7.324695,4.41311,1.844635,up
-7.540538,0.4129998,6.463746,-8.597561,18.45274,-46.67683,1.74559,up
-7.344213,-0.08619126,4.815937,-20.51829,22.69817,-63.07927,1.065704,up
-7.347805,-2.366668,5.974132,18.4375,-24.13872,-66.02134,2.398155,up
-6.368577,-2.483386,5.758055,22.46951,-19.60366,-5.792683,2.044167,up
-6.282385,-1.638831,5.664083,16.89787,1.379573,23.10213,1.647034,up
-7.057508,-0.6141128,6.969521,15.49543,1.783537,64.99238,1.500114,up
-6.915053,1.692102,7.247249,-8.338415,-18.01829,75.85366,1.209457,up
-6.248867,2.215834,7.307104,-25.84604,1.173781,9.740854,1.161423,up
-6.147711,1.678934,7.839215,-4.855183,3.887195,-2.256098,1.065704,up
-6.536769,0.5261259,6.408081,-18.14024,0.1295732,-39.14634,2.55175,up
-6.151901,-1.160589,8.566454,-10.59451,5.983232,-14.67226,2.347198,up
-5.984906,-1.677737,7.422624,6.105183,-2.675305,-27.67531,0.8756409,up
-5.286397,-2.050634,7.505224,-19.87805,6.219512,-35.1372,1.065704,up
7.335834,-1.362899,6.285976,-1.028963,2.088415,4.329268,1.795052,down
7.392098,-1.731008,6.388329,-0.6402439,1.181402,-2.179878,1.402756,down
7.104794,-1.91596,6.786963,-2.583842,-0.929878,3.963415,0.8756409,down
7.177817,-1.811214,6.307524,-1.227134,-4.108232,-5.525915,2.296387,down
7.338228,-1.745373,6.162076,4.946647,-2.248476,5.907012,2.347198,down
7.193977,-1.898602,7.151481,-1.920732,19.77134,-2.782012,1.11351,down
7.101202,-1.483208,6.684611,-0.6707317,1.295732,-1.219512,1.894333,down
7.445967,-2.463634,6.158485,3.4375,-8.429878,2.22561,2.044167,down
7.067085,-1.889025,6.401497,-5.58689,-4.275915,6.775915,1.11351,down
7.004237,-1.602319,6.915053,-20.92226,26.22713,4.992378,0.9704361,down
6.774992,-1.775301,6.436213,-10.03811,4.618903,5.007622,1.305878,down
7.201759,-1.822586,6.513426,11.91311,-17.0503,3.506098,1.018005,down
7.180809,-2.133234,7.188591,1.455793,0.9222561,13.125,0,down
7.37055,-2.193687,6.417658,-3.734756,8.414635,-3.559451,0,down
7.544728,-2.211644,5.695806,-8.16311,17.08842,0.4268293,0.8284073,down
6.081871,-2.747945,6.941389,-37.0808,38.93293,18.1936,1.11351,down
5.647323,-3.080739,5.957372,-20.97561,25.51829,23.42988,1.894333,down
5.248689,-4.458602,7.454946,1.737805,-1.067073,-2.629573,0,down
4.741118,-3.263896,7.723695,6.91311,-4.283537,-13.01829,0,down
5.234922,-3.718195,8.759786,11.21951,5.114329,-2.644817,0,down
5.538387,-3.40635,7.162853,2.126524,-38.4375,-19.04726,0,down
6.993463,-2.343325,6.646304,1.806402,-24.83994,19.38262,0,down
7.050325,-2.52708,5.190629,28.17835,-33.41463,-24.88567,0,down
7.778163,-2.876633,4.57113,17.83537,-29.81707,7.705793,0,down
8.206725,-1.931522,3.895965,7.934452,-23.33842,-3.056402,0,down
8.010999,-1.723825,5.850232,-5.327744,8.39939,-8.833841,0,down
8.735844,0.557849,2.728791,-10.5564,62.48476,-35.54878,0,down
5.994483,-4.714183,5.71496,-32.83537,18.62805,-22.41616,0,down
6.284181,-4.200627,7.052121,10.92226,33.60518,-9.443598,0,down
5.862203,-3.123835,6.940791,10.7622,-22.04268,-35.76982,0,down
6.606201,-2.903568,7.682993,-13.58994,-37.15701,8.734756,0,down
7.171233,-2.671929,5.466561,21.23476,-28.48323,-12.24848,0,down
7.538144,-3.427898,5.745485,20.89939,-15.77744,16.67683,0,down
8.030751,-2.735375,5.673659,11.54726,-3.041159,14.50457,0,down
8.324639,-1.101333,4.033033,-3.300305,16.21189,9.512196,0,down
7.608174,-4.341286,5.921459,-29.90854,28.15549,-2.035061,0,down
6.471527,-4.313154,5.507861,-24.56555,-9.954268,-11.50152,0,down
5.807136,-4.573524,6.493075,-8.216464,19.32165,19.81707,0,down
5.919664,-4.08391,6.389526,-10.71646,14.32927,13.33842,0,down
6.653487,-5.462371,6.794146,11.99695,68.4375,14.47409,0,down
5.89213,-3.518279,8.412626,12.22561,4.702744,-11.31098,0,down
5.285799,-3.524265,7.258022,16.92073,18.01067,3.650915,0,down
5.092467,-2.227805,9.560047,5.86128,18.25457,44.67988,0,down
3.95582,-0.3800795,8.517372,42.20274,-37.77439,-17.35518,0,down
4.291008,-1.440112,7.352593,-6.272866,-12.05793,12.78963,0,down
5.405509,-1.329381,8.264186,6.463415,2.439024,8.605184,0,down
5.108029,-0.9397242,8.133103,-1.714939,-2.027439,-6.272866,0,down
5.486313,-0.9522938,8.329428,-0.2972561,-1.95122,4.001524,0,down
5.257068,-1.190517,7.743447,-4.077744,-0.6402439,4.931403,0,down
6.247071,-1.446098,8.443152,-12.49238,-21.03659,8.71189,0,down
5.989694,-0.8475474,7.881114,-0.4801829,-15.5564,-3.536585,0,down
6.382942,-0.7733272,7.544129,9.405488,-16.23476,-8.003049,0,down
6.430826,-1.040879,7.575254,3.071646,-3.704268,-5.617378,0,down
6.706758,-0.7026982,7.475296,5.327744,-0.8003049,-10.36585,0,down
7.356185,-0.604536,5.455189,-0.2286585,35.3811,-5.868903,0,down
5.448006,-0.3788824,7.413047,1.661585,4.032012,1.303354,0,down
5.577293,-0.1119289,7.337031,2.682927,-7.766768,-4.321646,0,down
5.617396,-0.6314707,7.849989,-1.341463,1.341463,6.981708,0,down
5.862802,-0.973243,8.049306,-1.737805,1.608232,3.140244,0,down
5.690419,-0.6272808,7.980473,0.1371951,1.074695,3.010671,0,down
6.142324,-0.8577228,8.286931,1.425305,0.5030488,-1.333841,0,down
5.707178,-0.4537012,8.506598,-3.963415,14.25305,4.466464,0,down
5.100847,-0.2029086,7.827244,1.455793,-2.042683,-2.766768,0,down
5.054759,-0.6961141,8.555081,18.58232,2.606707,-9.283537,0,down
5.180454,-0.1843535,8.704719,11.26524,-9.954268,2.560976,0,down
4.976947,0.3052607,9.004593,-0.4420732,-0.929878,2.57622,0,down
4.577713,0.2843114,9.36492,3.757622,2.995427,-7.919208,0,down
5.161899,0.09157822,9.282919,1.653963,1.653963,-6.463415,0,down
5.193622,0.1987187,8.002021,11.76067,7.393293,-5.304878,0,down
5.09127,1.270124,10.7775,-21.31098,-14.99238,18.5747,0,down
4.046201,-0.3699042,6.129156,49.32927,-88.15549,16.68445,0,down
4.325125,-0.6368576,1.628057,-22.41616,-5.327744,48.24695,0,down
4.002507,-0.9642648,8.356362,-3.323171,31.76067,-20.12957,0,down
4.667496,-0.5805939,7.882909,19.74085,-25.40396,-27.49238,0,down
4.748301,-0.2352303,9.494805,-10.87652,11.95122,5.083842,0,down
4.759673,0.629675,8.711303,-4.550305,-30.50305,2.469512,0,down
5.627571,1.14383,8.378509,-18.31555,3.849086,-15.35061,0,down
5.092467,-0.2005144,8.656237,-10.35823,3.82622,-2.88872,0,down
5.34326,0.4950012,8.774151,-7.339939,3.4375,-2.157012,0,down
4.699219,-0.2711433,8.471284,-9.641768,10.64024,-11.27287,0,down
4.429872,-0.4955997,9.069236,-10.00762,4.321646,-0.2591463,0,down
4.398149,-0.9062054,9.077616,-6.150915,-12.22561,4.96189,0,down
4.84347,-0.6889315,9.322423,13.91768,7.195122,0.1219512,0,down
4.855441,-0.2615665,8.938153,-0.3125,6.83689,-6.5625,0,down
4.895544,-0.5368998,8.205527,7.256098,-1.516768,2.233232,0,down
4.68246,-0.125097,8.425795,8.125,15.20579,5.807927,0,down
4.862025,-0.207697,9.285313,9.45122,-8.224086,0.5411586,0,down
4.206014,0.002394202,8.771158,-0.2820122,17.91921,-2.240854,0,down
4.116231,0.03112462,8.735245,-10.16768,7.728659,-2.278964,0,down
3.796605,0.2890998,8.419808,0.4496952,-7.019817,-4.786585,0,down
3.723582,0.4944026,9.438541,-6.143293,7.873476,3.147866,0,down
3.898359,0.8301895,9.060856,-2.370427,3.277439,-3.589939,0,down
3.484761,0.6123171,9.357139,7.324695,-4.009146,4.176829,0,down
3.706224,0.3705027,9.459491,-3.117378,2.606707,1.32622,0,down
3.748721,0.8822633,9.116522,1.684451,-1.775915,1.227134,0,down
3.797802,1.581969,9.235633,3.963415,2.439024,2.705793,0,down
3.73675,0.8714894,9.862315,-0.2210366,5.70122,1.135671,0,down
3.355474,1.448492,8.254609,0.4192073,-19.3064,-8.224086,0,down
3.527258,1.815403,8.920795,-0.4039634,-8.178354,0.09146341,0,down
3.700239,1.882441,9.888053,9.260671,0.1371951,0.8841463,0,down